11-diethoxyethane|ناتا یسکوتا ید1
"algorithmtranslation|1
algum|لدنص
algum|لدنص بوچ
alhambra|ارمحلا
alhambra|ایناسا رد ادانارگ رهش رد ارمحلا رصق
alhambra|اکیرما اینرفیلاک سلنآ سول یکیدزن رد اربمحلا رهش
alhambresque|تانییزت رظن زا هژیو هب اربمحلا رصق دننامه یرامعم
Ali Akbar Hashemi|یناجنسفر یمشاه ربکا یلع
Ali Akbar Hashemi Rafsanjani|یناجنسفر یمشاه ربکا یلع
Ali and Bahram's father|مارهب و یلع ردپ
aliah|هیلاع
alias|راعتسم مسا ،راعتسم مان
alias|نادرگ مان
alias|طالتخا
alias|مانرگد
alias|رثا مه
alias|هب فورعم
alias|رگید مان
alias|رگی د روط
alias|نیشناج مان
alias|نیغورد مان
alias|یتیراع مان
alias|رامآ مان رگد
alias|یلماع شیامزآ کی رد
alias|یگتخاس مان رتویپماک
alias|راعتسم مانیتیراع مان
alias|دنتسین زیامت لباق شیامزآ نآ ساسا رب هک یرثا ود
alias|دوش فیرعت همانرب لک رد یرسارس روط هب ات دنهد‌یم ریغتم کی هب هک یمان
alias|یا هنایار همانرب رد یلومعم هطقن ای مولعم یا هداد رصنع یارب نیشناج مان راعتسم مان
alias group|رثا‌مه هورگ
alias matrix|رثا‌مه سیرتام
alias so-called|هب فورعم
aliasing|یگتسکش
aliasing|یفاصان
aliasing|ییامندب
aliasing|یراومهان
aliasing|یگتفر‌مهرد
aliasing|یزاس رثا مه ،یزاسرثا‌مه
aliasing|یسناکرف طالتخا
aliasing|رتسر کی شیامن ماگنه هب طوطخ ای اههبل زا »ناکلپ« کی روهظ
aliasing|عبات کی هیروف لیلحت رد نییاپ دماسب هب طوبرم یاه‌هنماد هبساحم رد اطخ دورو
aliasing|یرادرب هنومن تسردان یاه‌شور زا هدافتسا هجیتن رد یرتویپماک هدش دیلوت ریواصت بولطمان یرصب تارثا
aliasing noise|دیآ‌یم دوجو هب
aliasing text|نتم ندرک زارت
alibi|رذع
alibi|‌هناهب
alibi|اج رگد
alibi|‌مرج ع
alibi|رذع ذع
alibi|رگید یاج
alibi|نتساوخ رذع ،نتساوخرذع
alibi|ندروا هناهب ،ندروآ هناهب
alibi|هنایماع رذع
alibi|هنایماع هناهب
alibi|هنایماع ندروآ هناهب
alibi|مرج عوقو ماگنه تبیغ
alibi|مرج عوقو ماگنه تبیغ قوقح ،‌مرج عوقو ماگنه تبیغ .قح
alibi|قوقح مرج لحم رد روضح مدع تابثا یارب مهتم طسوت دانسا و ناهاوگ هیارا
alible|‌یذغم
alible|راد تییاذغ
alicin|نیسیلآ
alicin|ریس ردوپ
alicron|رپهش
alicyclic|یلکیسیکلا
alicyclic|یوقلح هبش
alicyclic|کیتامورآریغ یوقلح تابیکرت
alicyclic|کیتافیلآ تابیکرت هیبش ییاهیگژیو اب یلکیسیلا یمیش
alicyclic hydrocarbon|کیلکیسیلا نبرکوردیه
alicyclic hydrocarbon|یوقلح یریجنز روبرکوردیه
alidad|هداضع
alidad|دادیلا
alidad|دادیلع
alidad|جنس هیواز
alidade|هداضع
alidade|دادیلآ
alidade|دادیلا
alidade|ریگزارت
alidade|هتخت هس
alidade|جنس هیواز
alidade|امن تمس هاگتسد
alidade|تمس ریگ هزادنا هاگتسد
alidade|تمس نییعت هاگتسد دادیلا
alidade|یرادرب هشقن لیاسو زا یکی
alidade|دنسیونیم مه نسهیواز رگاسانش دادیلآ هداضع یبرع زا
alien|بیرغ
alien|یبنجا
alien|یجراخ
alien|هبیرغ
alien|فلاخم
alien|ریاغم
alien|هناگیب
alien|مرحمان
alien|راگزاسان
alien|ندوب هبیرغ
alien|‌فلاخم .جم
alien|فلاخم یزاجم
alien|ییاضف دوجوم
alien|ندوبراگزاسان
alien|ناگناگیب هب هتسباو
alien|یجراخ
alien enemy|یجراخ نمشد
alien foreigner strange stranger|یبنجا
alien lonely out-of-towner rootless strange stranger whimsical|بیرغ
alien species|یموب ریغ
alien species|یجراخ هنوگ
alien strange stranger unfamiliar|انشآان
alienability|‌یزاس هناگیب
alienability|‌تیکلام لاقتناو لقن تیلباق
alienable|یلاقتنا
alienable|شورف لباق
alienable|لاقتنا لباق
alienable|تیکلام رد لاقتنا لباق
alienable marketable salable|شورف لباق
alienable property|لاقتنا لباق لام
alienage|‌یگناگیب
alienate|ندنازیرگ
alienate|ندرک فرحنم
alienate|نداد لاقتنا
alienate|یزاس هناگیب
alienate|ندرک هن اگیب ،ندرک هناگیب
alienate|ندرک نازیرگ
alienate|دوخ زا ندنار
alienate|ندراذگاو یرگید هب
alienate|تیکلام نداد لاقتنا
alienated|هدنادرگرب
alienated|هدش لاقتنا
alienated|هدنراذگاو بارخ
alienated|هدنراذگاو هدش بارخ
alienation|یرازیب
alienation|یگناگیب
alienation|یگتسبمهان
alienation|یزاس هناگیب
alienation|تیکلام لاقتنا
alienation|یگناگیب دوخ زا
alienation|راما رد یگتسبمهان
alienation|نویسانیلا یگناگیب دوخ زا
alienation coefficient|یگتسبمهان بیرض
alienator|هدنشورف
alienator|هدنهد لاقتنا
alienator|‌هدننکراذگاو
alienee|رادیرخ
alienee|هدنریگ لاقتنا
alienee|‌لاقتنا دروم لام هدنریگ
alienism|‌تبارغ
alienism|‌یگناگیب
alienist|ناگناوید کشزپ
alienist|کشزپناور یمیدق حالطصا ناگناوید کشزپ
alienist|دهدیم یهاوگ هاگداد رد هک دوریم راک هب یکشزپناور دروم رد رتشیب کشزپناور
alienor|‌هدنهد لاقتنا
alienor|‌هدننک راذگاو
aliens|ییضف تادوجوم
aliesterase|زارتسا یلآ
aliettite|یناک یعون
aliettite|تسا هدش هتفرگ سانش نیمز 3291 مان زا نآ مان
alif|یربع و یبرع و یسراف یابفلا فرح نیلوا فلا
alif|فلا
aliform|لاب هیبش
aliform|‌لاب لکشب
aliform|لاب لکش هب
aligarh|شدارپاتوا تلایا
aligarh|دنه لامش رد هرگیلع رهش
aligas|راز نجل قالتاب
alight|ندش هدایپ
alight|ندرک تاقالم فداصت بسح رب ردان
alight|نتفرگ رارق نتسشن ندمآ دورف ندمآ نییاپ
alight|رونرپ قارب ناشخرد ینارون
alight|هتخورفا روهلعش لعتشم نازوس نشور
alight|قارب
alight|نشور
alight|دورف
alight|‌ندما
alight|‌نداد
alight|نازوس
alight|لعتشم
alight|نتسشن
alight|رونرپ
alight|‌فیفخت
alight|ناشخرد
alight|روهلعش
alight|ینارون
alight|ندز شتآ
alight|ندز شتا
alight|هتخورفا
alight|ندز قرب
alight|رو هلعش
alight|ندرکنشور
alight|ندرک کبس
alight|ندرک تحار
alight|ندرک نشور
alight|ندمآ دورف
alight|ندما دورف
alight|‌ندمادورف
alight|نداد فیفخت
alight|نتفرگ رارق
alight|ندمآ نییاپ
alight|‌نداد فیفخت فخت
alight brilliant incandescent light luminous radiant sunny|رونرپ
alight debarkation disembark disembarkation|ندش هدایپ
alight descend light lower|ندمآ دورف
alight down|ندمآ نییاپ
alight ensconce nuzzle repose settle stick|نتفرگ رارق
alight light perch plump settle sit|نتسشن
alighting area|لحاس هب اهوردوخ ندش هدایپ هطقن
align|ندرک فصب
align|ندرک فیدر
align|‌ندما فصرد
align|ندرکزارت مه
align|هب
align|فص
align|‌فیدر
align|‌ندرک
align|طخ کی رد
align|ندرک زارت
align|ندمآ فصرد
align|ندرک طخ هب
align|نداد قیبطت
align|ندرک قیبطت
align|ندرک میظنت
align|ندمآ فص رد
align|ندرک نازیم
align|ندرک زارتمه
align|دادتما کی رد
align|ندرک زارت مه
align|اب ندش فص مه
align|اب ندرک یراکمه
align|ندرک یدنب نازیم
align|اب ندش یکلاپ مه
align|نتفرگ رارق فی در
align|کیناکم ندرک فیدر
align|لیبموتا ندرک زارت
align|ندرک طخ ندما فصرد
align|اب ندش فص مه کیرد
align|ندرک نازیم لیبموتا
align|اه‌خرچ ندرک سنلااب
align|لیبموتا ندرک میظنت
align|لیبموتا ندرک نازیم
align|نتفرگرارق فیدر کیرد
align|ندرک اتسار مه کیناکم
align|کیناکم ندرک اتسار مه
align|نتفرگ رارق فیدر کی رد
align|نداد رارق دادتما کی رد
align|نتفرگ رارق فیدر کیرد .ندرک زارت مه
align articulate bank dispose range rank string|ندرک فیدر
aligne|یدنب فص
aligned|زارتمه
aligned|فیدر مه
aligned|اتسار مه ،اتسارمه
aligned|هدش زارت
aligned|هدش فیدر
aligned|رامآ زارتمه
aligned process|هدش نزاوتم دنیارف
aligned-grid tube|یفیدر هکبش اب پمال
aligned-grid valve|یفیدر هکبش اب پمال
aligner|یریوصت
aligner|یترواجم
aligner|هدننک زارتمه ،هدننکزارت مه
aligner|یسامت یاهزاس زارتمه .یا هلپ و
aligner|یفارگوتیل یاهوگلا لاقتنا یارب هک یرازبا زاس زارتمه
aligning edge|زارت مه هبل
aligning tool|راچآ
aligning tool|راچا
aligning tool|میظنت راچا ،میظنت راچآ
aligning tool|ویدار راچا
alignment|ییاتسارمه
alignment|ندرک زارت
alignment|میظنت
alignment|یدنب فص
alignment|یزارت‌مه
alignment|ریسممیظنت
alignment|ندرک روحم مه
alignment|نداد قیبطتریسم
alignment|حطس رد ریسمدادتما
alignment|هداج ریسمقابطنا میظنت
alignment|طخ
alignment|فص
alignment|زارت
alignment|فیدر
alignment|روحم
alignment|ریسم
alignment|شنیچ
alignment|داحتا
alignment|نزاوت
alignment|یشکطخ
alignment|نازیم
alignment|دنویپ
alignment|دادتما
alignment|یگتسار
alignment|یراکمه
alignment|‌می‌ظنت
alignment|یدنب طخ
alignment|یزارتمه
alignment|یزارطمه
alignment|یدنبزارت
alignment|ییارآ فص
alignment|یروحم مه
alignment|ندش طخ هب
alignment|یدنب فیدر
alignment|هداج ریسم
alignment|نداد قیبطت
alignment|ندرک میظنت
alignment|ییاتسار مه
alignment|ندوب فص مه
alignment|حطس رد ریسم
alignment|قابطنا میظنت
alignment|یزارتمه دنرخ
alignment|یزاس زارت‌مه
alignment|یزاس‌فیدر‌مه
alignment|ریسم ندرک هفرطکی
alignment|ندرک زارتمه دنیارف یزارتمه
alignment align|اه‌خرچ سنالاب
alignment align|کیناکم اه‌خرچ ندرک سنالاب
alignment alliance integration unification union unity|داحتا
alignment bolts|یفیدر یاهچیپ
alignment chart|کابا
alignment chart|وگلا
alignment chart|رادومن
alignment chart|مارگاید
alignment chart|مارگومون ،مارگومن
alignment chart|شرافس رادومن
alignment clips|زاس فیدر یاهتسب
alignment course path route track trajectory|ریسم
alignment frontage|راوید رب
alignment function|رطس کیکفت تمالع
alignment notches|یزارت مه یاه‌فاکش
alignment target|میظنت دامن
alike|هیبش
alike|اجکی
alike|یواسم
alike|هباشتم ،هباشم
alike|گنرمه
alike|ناسمه
alike|لکشمه
alike|روج کی ،روجکی
alike|ناسکی
alike|یواستب
alike|مه لکش
alike|مه لثم
alike|دننامه
alike|مهدننام
alike|یواست هب
alike|وحن کی هب
alike|مه هب هیبش
alike|ناسمه ای دننامه روط هب
alike akin equal horizontal indifferent same uniform|ناسکی
alike like uniform|مه لم
alikeness|یروجکی
aliment|قزر
aliment|اذغ
aliment|نداد اذغ
aliment|نداد توق
aliment|‌تومیال توق ،تومی لا توق ،تومیل توق
aliment diet dietary food|قزر
alimental|‌ییاذغ
alimental|هدنهد اذغ
alimentary|یقزر
alimentary|یءاذغ
alimentary|ییاذغ
alimentary canal|شوگ یارجم
alimentary canal|‌همضاه زاهج
alimentary canal alimentary tract|همضاه زاهج
alimentary canal alimentary tract|شراوگ یارم
alimentary canal alimentary tract|شراوگ هاگتسد
alimentary canal tract|شراوگ یارم همضاه زاهج شراوگ هاگتسد
alimentary dietary|ییاذغ
alimentary digestive peptic|یشراوگ
alimentary nourishing nutrient nutritional nutritious nutritive|یذغم
alimentary nurtural nurturant nutritional nutritive|هیذغت هب هتسباو
alimentation|اذغ
alimentation|‌هیذغت
alimentation|‌تیوقت
alimentation|راسخی هیذغت
alimentation|عمجت دنیآرف
alimentative|یئاذغ
alimentative|ییاذغ
alimentative|‌یقازرا
alimentative|‌هدنهداذغ ،هدنهد اذغ
alimentiveness|هیذغت هوق
alimony|یجرخ
alimony|هقفن
alimorad|دارمیلع
aline|ندش فیدر
aline|ندما فصرد
aline|ندمآ فص رد
aline|نداد رارق هتشر کی رد ،ندادرارق هتشر کیرد
aline of action|رثا طخ
alink|لاعف دنویپ
alios|تسا راد نهآ تابیکرت یوتحم هک کاخ تخسو نیریز تشخب
alioth|نوج
alioth|نولیسپا
alioth|ربکا بد
alioth|ربکا بد رد ولقود یاهراتس ربکا بد یهلابند یهراتس تایلا یهراتس یبرع زا مون
aliped|یاهدرپ اپ دننامرتچ یاههنپ رادهدرپ یاپ اب یاهدنرپ
aliphatic|یطخ
aliphatic|یریجنز
aliphatic|کیتافیلآ
aliphatic|راد یبرچ
aliphatic|راد یبرچ .‌ش ،راد یبرچ .ش
aliphatic|راد یبرچ یمیش
aliphatic|نیفاراپ لثم برچ یریجنز بیکرت کیتافیلآ
aliphatic amino acids|کیتافیلا یاهدیسا ونیما ،کیتافیلآ یاهدیسا ونیمآ
aliphatic compound|یوقلح هبش
aliphatic compound|یریجنز بیکرت
aliphatic compound|یلآ یطخ بیکرت
aliphatic compounds|کیتافیلآ تابیکرت
aliphatic cyclic|یوقلح هبش
aliphatic cyclic|یوقلح هبش بیکرت
aliphatic hydrocarbon|یطخ نبرکوردیه
aliphatic hydrocarbon|یریجنز نبرکوردیه
aliphatic hydrocarbon|کیتافیلا نبرکوردیه ،کیتافیلآ نبرکوردیه
aliphatic hydrocarbon|یریجنز یاهروبرکوردیه
aliphatic hydrocarbon|دنشاب یا‌هقلح هن و یریجنز لکش هب نبرک و نژوردیه یاراد دوخ راتخاس رد هک یتابیکرت
aliphatic solvent|کیتافیلآ لالح
aliquant|‌هدننکنداع
aliquant|هدنروا یقاب
aliquant|راد هدنامیقاب
aliquant|دنکن میسقت ربارب ءازجا هب ار تیمک کی هک یهیلع موسقم
aliquant|هدنروآیقاب تسا ریذپانشخب لماک روط هب هک یددع ریذپانشخب ددع هب هتسباو یضایر
aliquant part|راد هدنامیقاب تمسق
aliquot|ءزج
aliquot|یرسک
aliquot|لخادتم
aliquot|ندرک داع
aliquot|هدننک داع ،هدننکداع
aliquot|‌هدننکداع .ر
aliquot|هدننک داع یضایر
aliquot|ندرک میسقت یواسم تمسق ود هب ،‌ندرک میسقت یواسم تمسقودب
aliquot part|هیلع موسقم
aliquot part|هدننک داع ءزج
aliquot part charge|ییزج دنچ جرخ ،یئزج دنچ جرخ
aliquot part charge|یتمسق دنچ جرخ
aliquot parts|ازجا
aliquot parts|اه‌لماع
aliquot parts|ددع یازجا
aliquot parts|اه‌هیلع موسقم
aliquot parts|هدننک داع یازجا
aliquot parts of a number|ددع یازجا
aliquot propelling charge|یتمسق دنچ باترپ جرخ
alireza|اضریلع
alis|سیلآ
alisma|راد نرام یضارا
alison|نوسیلآ
alistair|رتسیلآ
alit|لعف یلقن یضام و یضام
aliterary production|فیلات
aliterary production|فینصت
aliterary production|یبدا لوصحم ای هدروارف ،یبدا لوصحم ای هدروآرف
alitize|ندرک هزیرولاک
aliunde|رگید عبنم زا
aliunde|رگید یاج کیزا
alive|ساسح
alive|نشور
alive|هدنز
alive|راشرس
alive|هدنزرس
alive|تایحدیقرد ،تایح دیق رد
alive|یح
alive|رادقرب
alive|رادناج
alive|تایحوذ
alive|تسا هدنز
alive|نابز رس رب
alive|هدنزرادقرب
alive|‌ساسح ساسح
alive|هدشن شوماخ
alive|هدنز
alive and kicking|هلچ و قاچ
alive and kicking|لاحرس و ملاس
alive and kicking|هدنگ و رم و رس
alive cheerful gladsome jovial|شاشب
alive energetic sinewy|یژرنا رپ
alive living|تایح دیق رد
alive relevant|حرطم
aliyah or aliya|لییارسا هب نایدوهی ترجاهم
alizarin|نیرازیلآ
alizarin|نیرازیلا
alizarin|سانور رهوج
alizarin dye|نیرازیلآ هنیگنر
alizarine|‌سانور
alizarine|سانور گنر
alizaring dye|سانور گنر یلصا هدام
alk|نلاکلآ
alka|یجنس ایلق
alka imetry|یجنس ایلق
alkahest|تایح بآ
alkahest|‌تایح با
alkahest|وراد شون
alkaid|اتا
alkaid|دئاق
alkaid|دیاق
alkaid|ربکا بد
alkaid|شعنلا تانب
alkalescence|ییایلق تیصاخ
alkalescence|ییایلق تیصاخ یاراد ندوب ییایلق ییایلق تیصاخ
alkalescency|ییایلق تیصاخ
alkalescent|ییایلق تیصاخ یاراد
alkali|زاب
alkali|راخش
alkali|ایلق
alkali|یراخش
alkali|یلاکلآ
alkali|ییایلق
alkali|یءایلقزلف
alkali|ییایلق زلف ،ییایلقزلف
alkali|‌قرحمدوس لثم
alkali|‌ییایلق تیصاخاب یا‌هدام
alkali|میساتپ ای و میدس زا یتغ داوم
alkali|‌قرحمدوس لثم ییایلق یایلق‌تیصاخاب یا‌هدام ،قرح مدوس لثم ییایلق تیصاخ اب یا هدام ،قرحمدوس لثم یءایلق تیصاخاب یا هدام ،قرحمدوس لثم ییایلق تیصاخاب یاهدام
alkali|دنک‌یم یبآ ار لسنروت ذغاک گنر ایلق
alkali|ایلق
alkali accumulator|ییایلق هرابنا
alkali binding agent|دنک‌یم یثنخ ار گنر مامح تییایلق هک یدیسا هدام ایلق هدننک یثنخ هدام
alkali blue|ایلق یبا
alkali cellulose|ییلیلق زلولس
alkali cleaner|ییایلق هدننک کاپ
alkali consumption|یزولولس یالاک ییایلق فرصم
alkali damage|ییایلق بیسآ
alkali earth|ییایلق نیمز
alkali fermosul|یمخ یاهگنر اب پاچ میقتسم شور رد لوزومرف ییایلق شور
alkali flat|ییایلق حطسم نیمزرس
alkali flat|رگید یاهتسشنهت و ییایلق حالما یاراد فاص نیمز یسانشنیمز
alkali fusion|ییایلق بوذ
alkali gabbro|یلاکلآ یورباگ
alkali gabbro|میسلک مک زالکویژالپ یواح یلاکلآ یورباگ
alkali gabbro|دزاس‌یم ار گنس تاپسدلف لک % 01 زا رتمک یلاکلآ تاپسدلف و
alkali gabbro|تسا هداد حیضوت 8691 لاس در هچنآ دننام یلاکلآ تلازاب ینوریب لداعم
alkali halide|ییایلق دیلاه
alkali metal|میزس
alkali metal|ییایلق زلف
alkali metal|میتیل ریظن یتازلف ییایلق زلف
alkali metal|دوش‌یم هدافتسا ینویزیولت یاه‌نیبرود و یرون یاه‌پمال رد اهنآ یکیرتکلاوتوف یاه‌هصخشم زا هک میدس ای
alkali metal|ییایلق زلف
alkali metals|زا دنترابع
alkali metals|ییایلق زلف
alkali metals|ییایلق تازلف یمیش
alkali metals|میدس ای میساتپ دننام ییایلق ادیدش زلف
alkali pad process|هچراپ پاچ رد گنر تیبثت رد ندرک هتشغآ ییایلق شور
alkali proof|روا شزوس لولحم تمواقم
alkali resistant paint|ایلق دض گنر
alkali resistant paint|ایلق هب مواقم گنرشوپ
alkali rock|ییایلق گنس
alkali rocks|ییایلق یاهگنس
alkali soil|ایلق کاخ
alkali soil|راد میدس کاخ
alkali soil|دیفس ییایلق کاخ
alkali treatment|ایلق اب وشتسش
alkali treatment|ایلق اب یراک هراچ
alkali-lime index|تسا راوتسا
alkali-lime index|یلاکلآ کلاک صخاش
alkali-lime index|کهآ – ییایلق صخاش
alkalic|ایلق
alkalic|ییایلق
alkalic|رازکمن
alkalic|دنتسه میدس یدایز رادقم یاراد هک ییاهگنس هب هتسباو
alkalic|تسا رتمک نیعم دح زا کهآ هب ایلق تبسن نآ رد هک ییاهگنس هب هتسباو
alkalify|یزاس ییایلق
alkalify|‌ندش ییایلق
alkalify|ندومن ییایلق
alkalify|‌ندرک ییایلق
alkalimeter|‌جنسایلق ،جنس ایلق
alkalimetery|یجنس ایلق
alkalimetry|یجنسایلق
alkalin binding agent|ایلق هدننک رفاب هدام
alkalin binding agent|ایلق هدننک یثنخ هدام
alkalin sulfide hypothesis|یلاکلآ
alkalin sulfide hypothesis|دیفلوس هیضرف
alkalin sulfide hypothesis|گنسناک ندمآ دوجوب هیرظن
alkaline|یزاب
alkaline|نلاکلآ
alkaline|ییایلق
alkaline|نییایلق
alkaline|نیالاکلآ
alkaline|هنوگایلق
alkaline|یمیش ییاخش
alkaline|‌ییایلق تیصاخ یاراد ،یءایلق تیصاخ یاراد
alkaline|یمیش ایلق هب هتسباو
alkaline|یسانش گنس کیلاکلآ .یمیش یلاکلآ یارب تفص
alkaline basic|یمیش ییایلق
alkaline battery|ییایلق یرتاب
alkaline battery transistor battery|ییایلق یرتاب
alkaline cell alkaline-manganese dioxide cell|1 ات 3
alkaline cell alkaline-manganese dioxide cell|1 ات 5
alkaline cell alkaline-manganese dioxide cell|تسا لا
alkaline cell alkaline-manganese dioxide cell|مرگ ولیک
alkaline cell alkaline-manganese dioxide cell|چا ویلبد 8
alkaline cell alkaline-manganese dioxide cell|ییایلق لیپ
alkaline cell alkaline-manganese dioxide cell|ویلبد 053 چنیا
alkaline cell alkaline-manganese dioxide cell|میساتپ دیسکوردیه
alkaline cell alkaline-manganese dioxide cell|الاب یژرنا یلاگچ
alkaline cell alkaline-manganese dioxide cell|چا ویلبد یس و دص یب یآ
alkaline cell alkaline-manganese dioxide cell|1 زا نآ یراک ژاتلو و تلو 6
alkaline cell alkaline-manganese dioxide cell|زتره 06 نآ یژرنا یلاگچ .تسا تلو 1
alkaline cell alkaline-manganese dioxide cell|زنگنم دیسکدوید ییایمیش متسیس یاراد هک
alkaline cell alkaline-manganese dioxide cell|هیلوا لیپ کی ییایلق زنگنم دیسکدوید لیپ
alkaline cell alkaline-manganese dioxide cell|ییامد عیسو هرتسگ رد و الاب اتبسن هیلخت گنهآ رد هتسویپ راک ییاناوت
alkaline discharge resist print|ییایلق تشادرب ربارب رد مواقم پاچ
alkaline earth|ییایلق نیمز
alkaline earth|یکاخ ییایلق
"alkaline earth metal|1
alkaline earth metals|یکاخ ییایلق تازلف
alkaline hydrolysis|ییایلق تفاکبآ
alkaline hydrolysis|ییایلق زیلوردیه
alkaline hydrolysis|سیزیالوردیه نیالاکلآ
alkaline lignite|ییایاق تیانگیل
alkaline lysis|ینیلاکلآ
alkaline lysis|ییایلق زیل
alkaline milling|ییایلق طیحم رد ندرک یدمن
alkaline phosphatase|ییایلق زاتافسف
alkaline phosphatase|زاتافسف نیلاکلآ
alkaline rock|میساتپ
alkaline rock|ییایلق یاهگنس
alkaline rock|دشاب نآ دننام و مویتیل و
alkaline rock|میدس رصانع زا راشرس نیرذآ یاهگنس
alkaline shock dyeing method|ایلق کوش یزرگنر شور
alkaline soil|ییایلق کاخ
alkaline soils alkali soils|ییایلق یاه‌کاخ
alkaline solution|ییایلق لولحم
alkaline water|ییایلق بآ
alkaline-earth metals|دوشیم هدیمان تازلف نیا دیسکا
alkaline-earth metals|فیلدنم لودج رد AII هورگ رصانع یکاخ ییایلق تازلف یمیش
alkaline-earth oxide|یکاخ ییایلق زلف
alkalinity|تییایلق
alkalinity|ییایلق تلصخ
alkalinity|ندوب ییایلق
alkalinity|ندوب ییایلق نازیم
alkalinity soil|کاخ تییایلق
alkalinize|ندرک ییایلق
alkalinize|ندرک ییایلق .ش
alkalinize|ندرک ییایلق یمیش
alkalitic soil|ییایلق کاخ
alkalization|ندش ایلق
alkalize|ندرک ییایلق
alkalize|یمیش ندرک ییاخش
alkalize|یمیش ندرک ییایلق
alkalize|ندرک ایلق هب لیدبت
alkalize|یمیش ندرک ایلق هب لیدبت
alkaloid|ایلق هیبش ،ایلق هبش
alkaloid|هراوایلق
alkaloid|دییولاکلآ
alkaloid|دییولاکلا
alkaloid|ییایلق هبش
alkaloid|دننام ییایلق
alkaloid|یمیش ایلق هبش
alkaloid|یمیش هراوایلق
alkaloid|یمیش دییولاکلآ
alkaloidal|ایلق هبش
alkaloidal|دننامایلق
alkalosis|زولاکلا
alkalosis|‌ندب یایلق شیازفا
alkane|ناکلآ
alkane|اهنبرک وردیه زا یهورگ
alkane|+ یمومع لومرف اب ناکلآ
alkane|یلک لومرف و زاب یهرینز یاراد یاهنبرکوردیه زا کی ره ناکلآ یمیش
alkanes|اهناکلا
alkanet|راجنش
alkanet|راگنش
alkanet|اوجاوه
alkanet|هویجاوه
alkanet|هبوچ هوه
alkannin|نیناکلآ
alkaptonuria|الوکاکوک
alkaptonuria|ایرونوتپاکلآ
alkaptonuria|یاچ راردا مردنس
alkathene|نتاکلآ
alkathene|نلیتا یلپ زا یکیتسالپ
alkekengi|جنکاک
alkekengi|هدرپ سپ کسورع
alkemi|ایمیک ملع
alkemic|یئایمیک
alkemic|ییایمیک
alkene|نکلآ
alkene|یطخ هدشن عابشا یلآ تابیکرت
alkene|زاس نغور نیفلوا ای هدشن ریس یاهنبرکوردیه
alkene|یلک لومرف اب و زاب یهرینز یاراد یاهنبرکوردیه زا کی ره نکلآ یمیش ،یلک لومرف اب و زاب هریجنز یاراد یاه‌نبرکوردیه زا کی ره نکلآ
alkene alkylene olfinic hydrocarbon|نکلآ
alkenes|اهنکلا
alkoran|دیجم نآرق
alkoran|دیجم نارق
alkoran|نآرق یمیدق
alkoxy|یسکوکلآ
alkoxy group|یسکوکلآ هورگ
alky|ینامدوخ رامخ
alky|ینامدوخ یلکلا مدآ
alkyd|یمیش دیکلآ
alkyd resin|ییایلق غمص
alkyd resin|یدیکلآ یاه‌نیزر
alkyl|لیکلآ لاکیدار
alkyl|+ یمومع لومرف اب لیکلآ
alkyl|+1 یلک لومرف هب اه‌نبرکوردیه هدش عابشا ناینب لیکلآ
alkyl|دنیوگیم مه 2HnCn1+ یلک لومرف هب اهنبرکوردیه یهدش عابشا ناینب لیکلا یمیش
alkyl group|لیکلا هورگ ،لیکلآ هورگ
alkyl halide|دیلاه لیکلآ
alkyl shift|یلیکلا ییاجباج ،یلیکلآ ییاجباج
alkylamine|نیمآ لیکلآ
alkylamine|نیما لیکلا
alkylating agent|هدننک راد لیلکا لماع ،هدننک راد لیکلآ لماع
alkylation|نویسالیکلآ
alkylation|ندرک هلیکلآ
alkylation|ندش راد لیکلا
alkylation|یزاس راد لیکلآ
alkylation|ندرک راد لیکلا
alkylation|تفن شیالاپ رد هژیو هب اه‌نبرکوردیه هب لیکلآ ندوزفا
alkylation|یزاس رادلیکلآ تفن شیالاپ رد هژیو هب اهنبرکوردیه هب لیکلآ ندوزفا یمیش
alkylation agent|هدننک هلیکلآ هدام
alkylation agent|هدننک راد لیکلا لماع ،هدننک راد لیکلآ لماع
alkylborance|ناروب لیکلا
alkylene|نلیکلا
alkylene|یمومع لومرف اب نکلا
alkylphenal resin|یلنف لیکلا نیزر
alkyne|یمومع لومرف اب لیکلآ
alkyne|یلک لومرف اب هدشن عابشا یاه‌نبرکوردیه نیکلآ
alkyne|نیکلآ
alkyne alkine|نیکلآ
alkyne or alkine|یلک لومرف اب هدشن عابشا یاهنبرکوردیه نیکلآ یمیش
alkynes|اهنیکلا
all|ره
all|لک
all|همه
all|مامت
all|هلمج
all|عیمج
all|کیره
all|یگمه
all|هیلک
all|رایسب
all|امامت
all|یمامت
all|یگلمج
all|رسارس
all|هبطاق
all|یواسم
all|هرسکی
all|رسب رس
all|مادکره
all|هنوگره
all|و ینعمب
all|هنوگ ره
all|عون همه
all|زیچ همه
all|رادنوراد
all|همه رگید
all|نامز همه
all|هچراپ کی
all|رادن و راد
all|‌هنوگره ره
all|و ریغ ینعمب
all|نامز رساترس
all|همه .n & . &
all|گنپ گنیپ یواسم
all|رگید و ریغ ینعمب
all|رگید و ریغ ینعم هب
all|رگید و ریغ ینعم هب تسا یدنوشیپ
all|»رگید« و »ریغ« ینعم هب تسا یدنوشیپ
all aggairs pivot up|‌تساروما‌همهرادم وا
all aggairs pivot up|ددرگ‌یم وا‌تسدب اهراک
all aggairs pivot upon him|تساروما همهرادم وا
